actor,movie_or_TV_name
Actor: Hisayoshi Suganuma,Marvel Disk Wars: The Avengers
Actor: Hisayoshi Suganuma,Kamigami no asobi
Actor: Hisayoshi Suganuma,One Piece
Actor: Hisayoshi Suganuma,Tegami Bachi Reverse
Actor: Hisayoshi Suganuma,K-On!
Actor: Hisayoshi Suganuma,Tegamibachi
Actor: Hisayoshi Suganuma,Miracle Train: Oedo-sen E Youkoso
Actor: Hisayoshi Suganuma,Natsume's Book of Friends
Actor: Hisayoshi Suganuma,Black Butler
Actor: Hisayoshi Suganuma,D.Gray-man
Actor: Hisayoshi Suganuma,Gintama
Actor: Hisayoshi Suganuma,Hell Girl: Two Mirrors
Actor: Hisayoshi Suganuma,Marginal Prince
Actor: Hisayoshi Suganuma,Bartender
Actor: Hisayoshi Suganuma,.hack//Roots
Actor: Hisayoshi Suganuma,Honey X Honey Drops 1
Actor: Hisayoshi Suganuma,Monster
Actor: Hisayoshi Suganuma,Naruto
Actor: Hisayoshi Suganuma,Comic Party: Revolution
Actor: Hisayoshi Suganuma,Magical Kanan
Actor: Hisayoshi Suganuma,DearS
Actor: Hisayoshi Suganuma,Midori Days
Actor: Hisayoshi Suganuma,Shadow Star Narutaru
Actor: Hisayoshi Suganuma,Faiâsutômu
Actor: Hisayoshi Suganuma,A Little Snow Fairy Sugar
Actor: Hisayoshi Suganuma,One Piece: Clockwork Island Adventure
Actor: Hisayoshi Suganuma,One Piece: Jango's Dance Carnival
Actor: Hisayoshi Suganuma,Beyblade
Actor: Hisayoshi Suganuma,Inuyasha
Actor: Keiji Fujiwara,Munou na Nana
Actor: Keiji Fujiwara,The God of High School
Actor: Keiji Fujiwara,Zashiki-Warashi no Tatami-chan
Actor: Keiji Fujiwara,Cautious Hero: The Hero Is Overpowered but Overly Cautious
Actor: Keiji Fujiwara,Dr. Stone
Actor: Keiji Fujiwara,Blackfox
Actor: Keiji Fujiwara,One Piece
Actor: Keiji Fujiwara,The Wonderland
Actor: Keiji Fujiwara,Koya no Kotobuki Hikotai
Actor: Keiji Fujiwara,Final Fantasy XV: Episode Ardyn - Prologue
Actor: Keiji Fujiwara,Kaitou Sentai Lupinranger VS Keisatsu Sentai Patranger
Actor: Keiji Fujiwara,Back Street Girls
Actor: Kenji Matsuda,Cherry Blossom Tower
Actor: Keiji Fujiwara,Gintama
Actor: Keiji Fujiwara,Holmes of Kyoto
Actor: Keiji Fujiwara,Kaitou Sentai Lupinranger vs. Keisatsu Sentai Patranger en Film
Actor: Kenji Matsuda,Special Investigation Nine
Actor: Kenji Matsuda,Yu-Gi-Oh! Vrains
Actor: Kenji Matsuda,Kamen Rider Zi-O
Actor: Kenji Matsuda,Mikaiketsu no Onna
Actor: Kenji Matsuda,AIBOU: Tokyo Detective Duo
Actor: Keiji Fujiwara,Kekkai Sensen
Actor: Keiji Fujiwara,Mazinger Z: INFINITY
Actor: Keiji Fujiwara,Blue Exorcist: Kyoto Saga
Actor: Keiji Fujiwara,Pokémon Generations
Actor: Kenji Matsuda,The Woman of S.R.I.
Actor: Kenji Matsuda,Zebra
Actor: Kenji Matsuda,Tokyo MPD - From ZERO to HERO
Actor: Kenji Matsuda,Bar Remon hâto
Actor: Kenji Matsuda,Shuriken Sentai Ninninger
Actor: Keiji Fujiwara,Crayon Shin-chan Gaiden: Toy Wars
Actor: Keiji Fujiwara,Crayon Shin-chan Gaiden: Alien vs. Shinnosuke
Actor: Kenji Matsuda,Specialist
Actor: Kenji Matsuda,Natsumeke Dorobô Kidan
Actor: Kenji Matsuda,ST ~ Aka to Shiro no Sôsa File
Actor: Keiji Fujiwara,Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen
Actor: Keiji Fujiwara,Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen
Actor: Keiji Fujiwara,Shinchan
Actor: Keiji Fujiwara,"Re: Zero, Starting Life in Another World"
Actor: Kenji Matsuda,Iryû: Team Medical Dragon
Actor: Kenji Matsuda,Greatful Dead
Actor: Kenji Matsuda,Lieutenant Kenzô Yabe
Actor: Kenji Matsuda,Shin Usagi: Yasei no touhai
Actor: Kenji Matsuda,CSI: Crime Scene Talks
Actor: Kenji Matsuda,Dream 9 Toriko x One Piece x Dragon Ball Z Super Collaboration Special!!
Actor: Kenji Matsuda,Doctor X
Actor: Keiji Fujiwara,Mob Psycho 100
Actor: Keiji Fujiwara,Kingsglaive: Final Fantasy XV
Actor: Keiji Fujiwara,Kureyon Shinchan: Bakusui! Yumemî wârudo daitotsugeki!
Actor: Keiji Fujiwara,Magi: Sinbad no Bouken
Actor: Kenji Matsuda,CM Time
Actor: Kenji Matsuda,Kasai Chôsakan Kurenai Renjirô 13
Actor: Kenji Matsuda,Boku no natsuyasumi
Actor: Kenji Matsuda,One Piece
Actor: Kenji Matsuda,Garo: Makaisenki
Actor: Kenji Matsuda,Strawberry Night
Actor: Keiji Fujiwara,World Trigger
Actor: Keiji Fujiwara,Dagashi kashi
Actor: Keiji Fujiwara,Durarara!!x2
Actor: Kenji Matsuda,Mâjan hiryûden naki no ryû gaiden 1
Actor: Kenji Matsuda,Mâjan hiryûden naki no ryû gaiden 2
Actor: Kenji Matsuda,Sakura shinjuu
Actor: Kenji Matsuda,Code Blue
Actor: Kenji Matsuda,Sankyô no shô
Actor: Kenji Matsuda,Indigo no yoru
Actor: Keiji Fujiwara,Utawarerumono: The False Faces
Actor: Keiji Fujiwara,The Testament of Sister New Devil
Actor: Keiji Fujiwara,Attack on Titan: Junior High
Actor: Keiji Fujiwara,Air Bound
Actor: Kenji Matsuda,The Lovers at the Call Center
Actor: Kenji Matsuda,Boss
Actor: Kenji Matsuda,Kamen Rider Decade
Actor: Kenji Matsuda,Ekiben deka Jinbo Tokunosuke 3
Actor: Kenji Matsuda,Super Kamen Rider Den-O & Decade Neo Generations: The Onigashima Battleship
Actor: Kenji Matsuda,Red Thread of Fate
Actor: Kenji Matsuda,Kamen Rider G
Actor: Keiji Fujiwara,Itoshi no Muuco
Actor: Keiji Fujiwara,Prison School
Actor: Keiji Fujiwara,The Anthem of the Heart
Actor: Keiji Fujiwara,Chaos Dragon: Sekiryuu Sen'eki
Actor: Kenji Matsuda,Yakusoku no chi
Actor: Kenji Matsuda,Kamen Rider Kiva
Actor: Kenji Matsuda,Akai ito
Actor: Kenji Matsuda,Kamen Rider Kiva: King of the Castle in the Demon World
Actor: Kenji Matsuda,Kimi hannin ja naiyo ne?
Actor: Kenji Matsuda,Solaris
Actor: Kenji Matsuda,Watch Me
Actor: Keiji Fujiwara,Monster Musume: Everyday Life with Monster Girls
Actor: Keiji Fujiwara,Ninja Slayer
Actor: Keiji Fujiwara,Ushio & Tora
Actor: Keiji Fujiwara,Miss Hokusai
Actor: Kenji Matsuda,Hataraki Man
Actor: Kenji Matsuda,Moppu gâru
Actor: Kenji Matsuda,Uruwashiki oni
Actor: Kenji Matsuda,Red Letters
Actor: Kenji Matsuda,Colors
Actor: Kenji Matsuda,Chenji!
Actor: Keiji Fujiwara,Owari no serafu
Actor: Keiji Fujiwara,Crayon Shin-chan Movie 23: Ora No Hikkoshi Monogatari - Saboten Daisuugeki
Actor: Keiji Fujiwara,Death Parade
Actor: Kenji Matsuda,Tebana Sankichi: Snot Rocket & Super Detective
Actor: Kenji Matsuda,Kamen Rider Hibiki
Actor: Kenji Matsuda,Kunoichi 5nin shu vs Onna Dragon Gundan
Actor: Kenji Matsuda,Kagiganai
Actor: Kenji Matsuda,Kamen Rider Hibiki & the Seven Fighting Demons
Actor: Kenji Matsuda,"Kamen Rider Hibiki: Asumu Henshin! You can be an Oni, too!!"
Actor: Kenji Matsuda,Shinario raitâ (star) Matsumoto Mariko no kadai
Actor: Keiji Fujiwara,Juuza Engi: Engetsu Sangokuden - Gaiden Youzhou Genya
Actor: Keiji Fujiwara,Attack on Titan: Crimson Bow and Arrow
Actor: Keiji Fujiwara,Tokyo ESP
Actor: Kenji Matsuda,Tsurugi
Actor: Kenji Matsuda,Flic
Actor: Kenji Matsuda,Shinobi: Runaway
Actor: Kenji Matsuda,Shinobi: The Law of Shinobi
Actor: Kenji Matsuda,Kisu to kizu
Actor: Kenji Matsuda,D.P.
Actor: Keiji Fujiwara,Hunter x Hunter
Actor: Keiji Fujiwara,Magi: Sinbad no Bouken OVA
Actor: Keiji Fujiwara,Tamako Love Story
Actor: Keiji Fujiwara,Eiga Kureyon Shinchan: Gachinko! Gyakushuu no Robotôchan
Actor: Kenji Matsuda,Captive Files III
Actor: Kenji Matsuda,Gaiden Mahjong Hôrôki II
Actor: Kenji Matsuda,Shinobi: Way Out
Actor: Kenji Matsuda,Shinobi: Hidden Techniques
Actor: Kenji Matsuda,Alive
Actor: Kenji Matsuda,Gaiden Mahjong Hôrôki
Actor: Kenji Matsuda,Versus
Actor: Keiji Fujiwara,Bakumatsu Rock
Actor: Keiji Fujiwara,Blade & Soul
Actor: Keiji Fujiwara,Log Horizon
Actor: Keiji Fujiwara,Avengers Confidential: Black Widow & Punisher
Actor: Keiji Fujiwara,Bodacious Space Pirates: Abyss of Hyperspace
Actor: Keiji Fujiwara,"Zyuden Sentai Kyoryuger vs. Go-Busters: Dinosaur Great Battle! Farewell, Eternal Friends"
Actor: Keiji Fujiwara,Hunter x Hunter: The Last Mission
Actor: Keiji Fujiwara,Miss Monochrome
Actor: Keiji Fujiwara,Blood Lad
Actor: Keiji Fujiwara,Senran Kagura: Ninja Flash!
Actor: Keiji Fujiwara,Tokumei Sentai Go-Busters Returns vs. Dôbutsu Sentai Go-Busters
Actor: Keiji Fujiwara,Attack on Titan
Actor: Keiji Fujiwara,Donyatsu
Actor: Keiji Fujiwara,Eiga Kureyon Shinchan: Bakauma! B-kyu gurume sabaibaru!!
Actor: Keiji Fujiwara,Iron Man: Rise of Technovore
Actor: Keiji Fujiwara,Tamako Market
Actor: Keiji Fujiwara,Vassalord
Actor: Keiji Fujiwara,Tokumei Sentai Go-Busters
Actor: Keiji Fujiwara,JoJo's Bizarre Adventure
Actor: Keiji Fujiwara,Tokumei Sentai Go-Busters vs. Kaizoku Sentai Gokaiger: The Movie
Actor: Keiji Fujiwara,Hunter X Hunter: Phantom Rouge
Actor: Keiji Fujiwara,Tokumei Sentai Go-Busters: The Movie - Protect the Tokyo Enetower!
Actor: Keiji Fujiwara,Kokoro Connect
Actor: Keiji Fujiwara,Blue Exorcist: The Movie
Actor: Keiji Fujiwara,Eureka Seven: Ao
Actor: Keiji Fujiwara,Fusé: Memoirs of a Huntress
Actor: Keiji Fujiwara,Psycho-Pass
Actor: Keiji Fujiwara,Kyou no Asuka Show
Actor: Keiji Fujiwara,Maji de otaku na ingurisshu! Ribon-chan: Eigo de tatakau mahô shôjo
Actor: Keiji Fujiwara,Bodacious Space Pirates
Actor: Keiji Fujiwara,Jormungand
Actor: Keiji Fujiwara,Aquarion EVOL
Actor: Keiji Fujiwara,Blood-C: The Last Dark
Actor: Keiji Fujiwara,Eiga Kureyon Shinchan: Arashi o yobu! Ora to uchuu to purinsesu
Actor: Keiji Fujiwara,Kamen Rider X Super Sentai: Super Hero Taihen: Who Is the Culprit?!
Actor: Keiji Fujiwara,Psalms of Planets Eureka SeveN: Episode 51: New Order
Actor: Keiji Fujiwara,Appleseed XIII
Actor: Keiji Fujiwara,Un-Go
Actor: Keiji Fujiwara,Ao no ekusoshisuto: Kuro no iede
Actor: Keiji Fujiwara,Appleseed XIII: Ouranos
Actor: Keiji Fujiwara,Blue Exorcist
Actor: Ryô Horikawa,Dragon Ball Super: Super Hero
Actor: Keiji Fujiwara,Mayo chiki!
Actor: Keiji Fujiwara,Blood-C
Actor: Keiji Fujiwara,Tiger & Bunny
Actor: Keiji Fujiwara,Appleseed XIII: Tartaros
Actor: Ryô Horikawa,I'm Standing on a Million Lives
Actor: Ryô Horikawa,Super Dragon Ball Heroes
Actor: Ryô Horikawa,Dragon Ball Super: Broly
Actor: Ryô Horikawa,Dragon Ball Super
Actor: Ryô Horikawa,Level Up Norge
Actor: Ryô Horikawa,Gintama
Actor: Keiji Fujiwara,Kureyon Shinchan: Arashi o yobu ougon no supai daisakusen
Actor: Keiji Fujiwara,Durarara!!
Actor: Keiji Fujiwara,Dream Eater Merry
Actor: Keiji Fujiwara,Iron Man
Actor: Ryô Horikawa,Dragon Ball Z: The Real 4-D at Super Tenkaichi Budokai
Actor: Ryô Horikawa,Detective Conan: Crimson Love Letter
Actor: Ryô Horikawa,Dragon Ball Z: The Real 4-D
Actor: Ryô Horikawa,Dragon Ball Z Kai
Actor: Ryô Horikawa,Rainy Cocoa
Actor: Ryô Horikawa,"Dragon Ball Z: Resurrection ""F"""
Actor: Keiji Fujiwara,HeartCatch PreCure the Movie: Fashion Show in the Flower Capital... Really?!
Actor: Keiji Fujiwara,Marvel Anime
Actor: Keiji Fujiwara,"Rainbow: The Seven from Compound Two, Cell Six"
Actor: Keiji Fujiwara,Fullmetal Alchemist: Brotherhood
Actor: Ryô Horikawa,Hikonin Sentai Akibaranger
Actor: Ryô Horikawa,Ikeshima tanka
Actor: Ryô Horikawa,Detective Conan: Private Eye in the Distant Sea
Actor: Ryô Horikawa,Dream 9 Toriko x One Piece x Dragon Ball Z Super Collaboration Special!!
Actor: Ryô Horikawa,One Piece
Actor: Ryô Horikawa,Dragon Ball Z: Battle of Gods
Actor: Keiji Fujiwara,Colorful
Actor: Keiji Fujiwara,The Tatami Galaxy
Actor: Keiji Fujiwara,Bungaku Shoujo Memoir I -Yume-Miru Shoujo no Prelude
Actor: Keiji Fujiwara,Arakawa Under the Bridge
Actor: Ryô Horikawa,Kozekveld
Actor: Ryô Horikawa,Digimon Xros Wars: The Young Hunters Who Leapt Through Time
Actor: Ryô Horikawa,Asakusa Daydreams
Actor: Ryô Horikawa,Doragon bôru: Sûpâ saiyajin zetsumetsu keikaku
Actor: Ryô Horikawa,Detective Conan: The Lost Ship in the Sky
Actor: Ryô Horikawa,Samurai Sentai Shinkenger vs. Go-onger Ginmaku Bang!
Actor: Keiji Fujiwara,Wonderful World
Actor: Keiji Fujiwara,Crayon Shinchan Super Dimension the Storm Called My Bride
Actor: Keiji Fujiwara,Welcome to the Space Show
Actor: Keiji Fujiwara,Halo Legends
Actor: Keiji Fujiwara,Lupin III: The Last Job
Actor: Ryô Horikawa,Samurai Sentai Shinkenger
Actor: Ryô Horikawa,Detective Conan: The Raven Chaser
Actor: Ryô Horikawa,Detective Conan
Actor: Ryô Horikawa,Dragon Ball: Hey! Son Goku and Friends Return!!
Actor: Ryô Horikawa,Detective Conan: The Private Eyes' Requiem
Actor: Ryô Horikawa,Seinto Seiya: Tenkai-hen joso - Overture
Actor: Keiji Fujiwara,Miracle Train: Oedo-sen E Youkoso
Actor: Keiji Fujiwara,Toriko: Jump Festa Special 2009
Actor: Keiji Fujiwara,"Eureka Seven - good night, sleep tight, young lovers"
Actor: Keiji Fujiwara,Fighting Spirit: New Challenger
Actor: Ryô Horikawa,"Detective Conan: Conan, Heiji, and the Vanished Boy"
Actor: Ryô Horikawa,Body Transfer
Actor: Ryô Horikawa,Detective Conan: Crossroad in the Ancient Capital
Actor: Ryô Horikawa,Seinto Seiya: Meiô Hâdesu jûnikyû-hen
Actor: Ryô Horikawa,Dragon Ball Z
Actor: Ryô Horikawa,Detective Conan: 16 Suspects!?
Actor: Keiji Fujiwara,Hyakko
Actor: Keiji Fujiwara,Legends of the Dark King: A Fist of the North Star Story
Actor: Keiji Fujiwara,Xam'd: Lost Memories
Actor: Keiji Fujiwara,Corpse Princess: Aka
Actor: Ryô Horikawa,The Twelve Kingdoms
Actor: Ryô Horikawa,Digimon Tamers
Actor: Ryô Horikawa,Kizuna: Much Ado About Nothing
Actor: Ryô Horikawa,Detective Conan: Conan vs. Kid vs. Yaiba - The Grand Battle for the Treasure Sword!!
Actor: Ryô Horikawa,A.Li.Ce
Actor: Ryô Horikawa,Dr. Slump
Actor: Keiji Fujiwara,Antique Bakery
Actor: Keiji Fujiwara,Death Note Relight 2 - L's Successors
Actor: Keiji Fujiwara,Nabari no Ou
Actor: Keiji Fujiwara,Real Drive
Actor: Ryô Horikawa,Pokémon
Actor: Ryô Horikawa,Detective Conan: The Last Wizard of the Century
Actor: Ryô Horikawa,Dr. Suranpu Arare no bikkuri ban
Actor: Ryô Horikawa,Tetsuwan Tantei Robotack
Actor: Ryô Horikawa,Yu-Gi-Oh!
Actor: Keiji Fujiwara,Baccano!
Actor: Keiji Fujiwara,Kureyon Shin-chan: Chô arashi wo yobu kinpoko no yûsha
Actor: Keiji Fujiwara,Shigofumi
Actor: Keiji Fujiwara,Hells
Actor: Ryô Horikawa,Trigun
Actor: Ryô Horikawa,Akko's Secret
Actor: Ryô Horikawa,Legend of Galactic Heroes Gaiden
Actor: Ryô Horikawa,Legend of the Galactic Heroes
Actor: Ryô Horikawa,Dragon Ball GT
Actor: Ryô Horikawa,B-Fighter Kabuto
Actor: Keiji Fujiwara,Rental Magica
Actor: Keiji Fujiwara,Tsuri baka erika san: Sukai gâruzu dainamaito fisshingu - Kyôi! Pirania zuri!
Actor: Keiji Fujiwara,Hatenkô yûgi
Actor: Keiji Fujiwara,Tsuri baka erika san: Sukai gâruzu dainamaito fisshingu - Isô kessen mejina zuri
Actor: Ryô Horikawa,Bounty Hunter: The Hard
Actor: Ryô Horikawa,Dragon Ball Z
Actor: Ryô Horikawa,Dragon Ball Z: Wrath of the Dragon
Actor: Ryô Horikawa,Nurse Angel Ririka SOS
Actor: Ryô Horikawa,Sailor Moon
Actor: Ryô Horikawa,"Don't Lose, Makendo!"
Actor: Keiji Fujiwara,Tsuri baka erika san: Sukai gâruzu dainamaito fisshingu - Gakuchô! Mutsugorô zuri!
Actor: Keiji Fujiwara,Tsuri baka erika san: Sukai gâruzu dainamaito fisshingu - Gekitô! Ayu tsuri taikai
Actor: Keiji Fujiwara,Mobile Suit Gundam 00
Actor: Keiji Fujiwara,Kenkô zenrakei suieibu umishô
Actor: Keiji Fujiwara,Karasu: Gensô ku
Actor: Ryô Horikawa,Dragon Ball Z: Revival Fusion
Actor: Ryô Horikawa,Iczer gal: Iczelion
Actor: Ryô Horikawa,Kizuna
Actor: Ryô Horikawa,Ghost Sweeper Mikami: The Great Paradise Battle!!
Actor: Ryô Horikawa,Seven Cities Story: Arctic Front
Actor: Ryô Horikawa,Legend of the Galactic Heroes: Overture to a New War
Actor: Keiji Fujiwara,Karasu: Shin densetsu
Actor: Keiji Fujiwara,Reideen
Actor: Keiji Fujiwara,Death Note Relight - Visions of a God
Actor: Keiji Fujiwara,Moribito: Guardian of the Spirit
Actor: Ryô Horikawa,Please Save My Earth
Actor: Ryô Horikawa,Miracle Girls
Actor: Ryô Horikawa,Dragon Ball Z Gaiden: Saiya-jin Zetsumetsu Keikaku
Actor: Ryô Horikawa,Rokudenashi Blues 1993
Actor: Ryô Horikawa,Dragon Ball Z: Bojack Unbound
Actor: Ryô Horikawa,Ghost Sweeper Mikami
Actor: Keiji Fujiwara,Summer Days with Coo
Actor: Keiji Fujiwara,Sola
Actor: Keiji Fujiwara,Death Note
Actor: Keiji Fujiwara,Romeo x Juliet
Actor: Ryô Horikawa,Kenyuu densetsu Yaiba
Actor: Ryô Horikawa,Shippu! Iron Leaguer
Actor: Ryô Horikawa,Alien Defender Geo-Armor: Kishin Corps
Actor: Ryô Horikawa,Dragon Ball Z: Broly - The Legendary Super Saiyan
Actor: Ryô Horikawa,Dragon Ball Z: The History of Trunks
Actor: Ryô Horikawa,Dragon Ball Z: Gather Together! Goku's World
Actor: Keiji Fujiwara,Ghost Slayers Ayashi
Actor: Keiji Fujiwara,Marginal Prince
Actor: Keiji Fujiwara,009-1
Actor: Keiji Fujiwara,Tonagura!
Actor: Ryô Horikawa,Mobile Suit Gundam 0083: Stardust Memory
Actor: Ryô Horikawa,Mobile Suit Gundam 0083: The Afterglow of Zeon
Actor: Ryô Horikawa,Dragon Ball Z: Super Android 13
Actor: Ryô Horikawa,Rokudenashi Blues
Actor: Ryô Horikawa,Adventures of Puss-in-Boots
Actor: Ryô Horikawa,Dragon Ball Z: The Return of Cooler
Actor: Keiji Fujiwara,Blood+
Actor: Keiji Fujiwara,Sky Girls OVA
Actor: Keiji Fujiwara,Honey and Clover
Actor: Keiji Fujiwara,Jyu oh sei
Actor: Ryô Horikawa,Handsome Girl
Actor: Ryô Horikawa,Slow Step
Actor: Ryô Horikawa,Shôgakusei no yûkai bôshi: Yumi-chan abunai yo!
Actor: Ryô Horikawa,Majikaru Tarurûto-kun
Actor: Ryô Horikawa,Hengen Taima Yakou Karura Mau! Sendai Kokeshi Enka
Actor: Ryô Horikawa,Venger Robo
Actor: Keiji Fujiwara,Black Cat
Actor: Keiji Fujiwara,Kureyon Shin-chan: Densetsu o yobu odore! Amîgo!
Actor: Keiji Fujiwara,Eureka Seven
Actor: Keiji Fujiwara,Fullmetal Alchemist: Premium Collection
Actor: Ryô Horikawa,Dragon Ball Z: Bardock - The Father of Goku
Actor: Ryô Horikawa,Majikaru Tarurûto-kun
Actor: Ryô Horikawa,Eiji
Actor: Ryô Horikawa,Transformers: Zone
Actor: Ryô Horikawa,Kennosuke-sama
Actor: Ryô Horikawa,Yagami's Family Affairs
Actor: Keiji Fujiwara,Noein: To Your Other Self
Actor: Keiji Fujiwara,Sin in the Rain
Actor: Keiji Fujiwara,Mushi-Shi
Actor: Keiji Fujiwara,Naruto
Actor: Ryô Horikawa,Mahô tsukai Sarî
Actor: Ryô Horikawa,Kyatto Ninden Teyandee
Actor: Ryô Horikawa,"Crying Freeman 2: Shades of Death, Part 1"
Actor: Ryô Horikawa,Dragon Warrior
Actor: Ryô Horikawa,Five Star Stories
Actor: Ryô Horikawa,Demon Hunter
Actor: Keiji Fujiwara,Trinity Blood
Actor: Keiji Fujiwara,IGPX: Immortal Grand Prix
Actor: Keiji Fujiwara,Last Order: Final Fantasy VII
Actor: Keiji Fujiwara,Final Fantasy VII: Advent Children
Actor: Ryô Horikawa,Madonna
Actor: Ryô Horikawa,Fûma no Kojirô: Yasha-hen
Actor: Ryô Horikawa,Saint Seiya: Warriors of the Final Holy Battle
Actor: Ryô Horikawa,Knights of the Zodiac
Actor: Ryô Horikawa,Saint Seiya: Legend of Crimson Youth
Actor: Ryô Horikawa,Vampire Princess Miyu
Actor: Keiji Fujiwara,Fullmetal Alchemist the Movie: Conqueror of Shamballa
Actor: Keiji Fujiwara,Karas: The Prophecy
Actor: Keiji Fujiwara,Rockman. EXE: The Program of Light and Darkness
Actor: Keiji Fujiwara,Sergeant Keroro
Actor: Ryô Horikawa,Saint Seiya: The Heated Battle of the Gods
Actor: Ryô Horikawa,Xanadu Dragonslayer Densetsu
Actor: Ryô Horikawa,Legend of the Galactic Heroes: My Conquest is the Sea of Stars
Actor: Ryô Horikawa,Mezon Ikkoku: Kanketsu-hen
Actor: Ryô Horikawa,Fist of the North Star 2
Actor: Ryô Horikawa,Lady Lady
Actor: Keiji Fujiwara,Blade of the Phantom Master
Actor: Keiji Fujiwara,Kaleido Star
Actor: Keiji Fujiwara,Pokémon
Actor: Keiji Fujiwara,Fullmetal Alchemist
Actor: Ryô Horikawa,Hyper Combat Unit Dangaioh
Actor: Ryô Horikawa,Saint Seiya: Evil Goddess Eris
Actor: Ryô Horikawa,2001 Ya Monogatari
Actor: Ryô Horikawa,Chôjû kishin Dancouga: God Bless Dancouga
Actor: Ryô Horikawa,Delpower X Bakuhatsu Miracle Genki!
Actor: Ryô Horikawa,Time Stranger
Actor: Keiji Fujiwara,Kaleido Star: Aratanaru Tsubasa Extra Stage - Waranai Sugoi Ohimesama
Actor: Keiji Fujiwara,Daphne in the Brilliant Blue
Actor: Keiji Fujiwara,Kureyon Shinchan: Arashi wo yobu! Yuuhi no kasukabe bôizu
Actor: Keiji Fujiwara,Mars Daybreak
Actor: Ryô Horikawa,Barefoot Gen 2
Actor: Ryô Horikawa,Wonder Beat S
Actor: Ryô Horikawa,Maple Town
Actor: Ryô Horikawa,Bobî ni kubittake
Actor: Ryô Horikawa,Urusei Yatsura: Ryoko's September Tea Party
Actor: Ryô Horikawa,Fist of the North Star
Actor: Keiji Fujiwara,Paranoia Agent
Actor: Keiji Fujiwara,Hikaru's Go: Journey to the North Star Cup
Actor: Keiji Fujiwara,Gilgamesh
Actor: Keiji Fujiwara,Fighting Spirit: Mashiba vs. Kimura
Actor: Ryô Horikawa,Lunn Flies Into the Wind
Actor: Ryô Horikawa,Touch
Actor: Ryô Horikawa,What's Up Mechadoc
Actor: Ryô Horikawa,Magical Angel Creamy Mami
Actor: Ryô Horikawa,Dream Fighter Wingman
Actor: Ryô Horikawa,Dallos
Actor: Keiji Fujiwara,Fighting Spirit: Champion Road
Actor: Keiji Fujiwara,Kureyon Shinchan: Arashi wo Yobu Eikou no Yakiniku Road
Actor: Keiji Fujiwara,Kino's Journey
Actor: Keiji Fujiwara,Hoop Days
Actor: Ryô Horikawa,Dr. Slump
Actor: Ryô Horikawa,Kazoku nisshi
Actor: Ryô Horikawa,Drunken Harbor
Actor: Ryô Horikawa,Zatoichi and the Chess Expert
Actor: Keiji Fujiwara,Transformers: Myclone Legend
Actor: Keiji Fujiwara,Pilot Candidate
Actor: Keiji Fujiwara,Space Pirate Captain Herlock: Outside Legend - The Endless Odyssey
Actor: Keiji Fujiwara,Haré+Guu Deluxe
Actor: Keiji Fujiwara,Pokémon: Camp Pikachu
Actor: Keiji Fujiwara,Magical Shopping Arcade Abenobashi
Actor: Keiji Fujiwara,Initial D: Battle Stage
Actor: Keiji Fujiwara,Kureyon Shinchan: Arashi o Yobu: Appare! Sengoku Daikassen
Actor: Keiji Fujiwara,Kokoro Library
Actor: Keiji Fujiwara,Initial D: Extra Stage
Actor: Keiji Fujiwara,Baki the Grappler
Actor: Keiji Fujiwara,Sakura Wars: The Movie
Actor: Keiji Fujiwara,Hikaru's Go
Actor: Keiji Fujiwara,Shin Chan: The Adult Empire Strikes Back
Actor: Keiji Fujiwara,Galaxy Angel
Actor: Keiji Fujiwara,"Keriyon Shin-chan: Oh, I'm Sorry!"
Actor: Keiji Fujiwara,Sensual Phrase
Actor: Keiji Fujiwara,Pilot Candidate
Actor: Keiji Fujiwara,Initial D: Second Stage
Actor: Keiji Fujiwara,Transformers: Beast Wars Metals
Actor: Keiji Fujiwara,Kureshin Paradaisu! Meido in Saitama
Actor: Keiji Fujiwara,Kureyon Shinchan: Bakuhatsu! Onsen Wakuwaku Daikessen
Actor: Keiji Fujiwara,Jubei-chan: The Ninja Girl
Actor: Keiji Fujiwara,Beast Wars II: Lio Convoy's Close Call!
Actor: Keiji Fujiwara,Super Doll Lika-chan
Actor: Keiji Fujiwara,Yat! Budget! Space Tours
Actor: Keiji Fujiwara,Mobile Suit Gundam: The 08th MS Team - Miller's Report
Actor: Keiji Fujiwara,Initial D
Actor: Keiji Fujiwara,Kureyon Shinchan: Dengeki! Buta no hizume daisakusen
Actor: Keiji Fujiwara,Cowboy Bebop
Actor: Keiji Fujiwara,Eight Clouds Rising
Actor: Keiji Fujiwara,Hyper Police
Actor: Keiji Fujiwara,B'T X Neo
Actor: Keiji Fujiwara,Rurouni Kenshin
Actor: Keiji Fujiwara,Clamp School
Actor: Keiji Fujiwara,City Hunter: Goodbye My Sweetheart
Actor: Keiji Fujiwara,Kureyon Shin-chan ankoku tamatama daitsuiseki
Actor: Keiji Fujiwara,Birdy the Mighty
Actor: Keiji Fujiwara,Golden Boy
Actor: Keiji Fujiwara,The Vision of Escaflowne
Actor: Keiji Fujiwara,Kureyon Shinchan: Hendarando no Daiboken
Actor: Keiji Fujiwara,Pipi to benai hotaru
Actor: Keiji Fujiwara,Slayers
Actor: Keiji Fujiwara,Nurse Angel Ririka SOS
Actor: Keiji Fujiwara,Mobile Suit Gundam Wing
