actor,movie_or_TV_name
Actor: Junko Minagawa,Hare+Guu Final
Actor: Junko Minagawa,.hack//Legend of the Twilight
Actor: Junko Minagawa,Omoikkiri kagaku adobenchâ sô nan da!
Actor: Junko Minagawa,Marriage of God & Soul Godannar!!
Actor: Junko Minagawa,Kureyon Shinchan: Arashi wo Yobu Eikou no Yakiniku Road
Actor: Junko Minagawa,Mermaid Melody Pichi Pichi Pitch
Actor: Junko Minagawa,Tokimeki Memorial Super Live
Actor: Junko Minagawa,Naruto
Actor: Junko Minagawa,.hack//SIGN
Actor: Junko Minagawa,Haré+Guu Deluxe
Actor: Junko Minagawa,RahXephon
Actor: Junko Minagawa,The Prince of Tennis
Actor: Takeshi Kusao,Yashahime: Princess Half-Demon
Actor: Takeshi Kusao,World Trigger
Actor: Takeshi Kusao,I'm Standing on a Million Lives
Actor: Takeshi Kusao,Digimon Adventure
Actor: Takeshi Kusao,Kishiryu Sentai Ryusoulger
Actor: Takeshi Kusao,Mugen no jûnin: Immortal
Actor: Takeshi Kusao,Kishiryu Sentai Ryusoulger vs. Lupinranger vs. Patranger
Actor: Takeshi Kusao,Super Dragon Ball Heroes
Actor: Takeshi Kusao,Black Clover
Actor: Takeshi Kusao,Dragon Ball Super: Broly
Actor: Takeshi Kusao,Star Blazers 2202
Actor: Takeshi Kusao,Dragon Ball Super
Actor: Takeshi Kusao,Clean Freak! Aoyama Kun
Actor: Takeshi Kusao,Tiger Mask W
Actor: Takeshi Kusao,Kochira Katsushika-ku Kamearikouen-mae Hashutsujo The Final: Ryotsu Kankichi Saigo no Hi
Actor: Takeshi Kusao,Dragon Ball Z Kai
Actor: Takeshi Kusao,Saint Seiya: Soul of Gold
Actor: Takeshi Kusao,"Dragon Ball Z: Resurrection ""F"""
Actor: Takeshi Kusao,Zannen na otto
Actor: Takeshi Kusao,Magic Kaito 1412
Actor: Takeshi Kusao,The Disappearance of Conan Edogawa: The Worst Two Days in History
Actor: Takeshi Kusao,Pri Para
Actor: Takeshi Kusao,Abarenbou Kishi! Matsutarou
Actor: Takeshi Kusao,Meshimase Lodoss-to Senki Sorette Oishii no?
Actor: Takeshi Kusao,Sengoku Musô SP: Sanada no shô
Actor: Takeshi Kusao,Sengoku musou
Actor: Takeshi Kusao,Seinto Seiya: Omega
Actor: Takeshi Kusao,Zyuden Sentai Kyoryuger
Actor: Takeshi Kusao,Short Peace
Actor: Takeshi Kusao,Hikonin Sentai Akibaranger
Actor: Takeshi Kusao,Dream 9 Toriko x One Piece x Dragon Ball Z Super Collaboration Special!!
Actor: Takeshi Kusao,One Piece
Actor: Takeshi Kusao,Dragon Ball Z: Battle of Gods
Actor: Takeshi Kusao,Tokumei Sentai Go-Busters
Actor: Takeshi Kusao,Possessions
Actor: Takeshi Kusao,Digimon Xros Wars: The Young Hunters Who Leapt Through Time
Actor: Takeshi Kusao,Majikoi ~ Oh! Samurai Girls
Actor: Takeshi Kusao,The World's Greatest First Love
Actor: Takeshi Kusao,Digimon Xros Wars: The Evil Death Generals and the Seven Kingdoms
Actor: Takeshi Kusao,One Piece 3D: Straw Hat Chase
Actor: Takeshi Kusao,Doragon bôru: Sûpâ saiyajin zetsumetsu keikaku
Actor: Takeshi Kusao,Digimon Xros Wars
Actor: Takeshi Kusao,Naruto: Shippûden
Actor: Takeshi Kusao,InuYasha: The Final Act
Actor: Takeshi Kusao,"Sergeant Keroro the Super Movie: Creation! Ultimate Keroro, Wonder Space-Time Island De Arimasu!!"
Actor: Takeshi Kusao,Souten Kouro (Los Tres Reinos)
Actor: Takeshi Kusao,Dogs: Bullets & Carnage
Actor: Takeshi Kusao,Skip Beat!
Actor: Takeshi Kusao,Dragon Ball: Hey! Son Goku and Friends Return!!
Actor: Takeshi Kusao,Seinto Seiya: Meio Hades Elysion-hen
Actor: Takeshi Kusao,Sergeant Keroro the Super Movie 3: Keroro vs. Keroro Great Sky Duel De Arimasu!
Actor: Takeshi Kusao,Juken Sentai Gekiranger
Actor: Takeshi Kusao,Darker Than Black
Actor: Takeshi Kusao,Sergeant Keroro Super Movie 2: The Deep Sea Princess de arimasu!
Actor: Takeshi Kusao,One Piece: Episode of Alabasta - The Desert Princess and the Pirates
Actor: Takeshi Kusao,Yes! Pretty Cure 5
Actor: Takeshi Kusao,Sumomomo Momomo: Chijô Saikyô no Yome
Actor: Takeshi Kusao,Yes! Precure 5
Actor: Takeshi Kusao,Code Geass
Actor: Takeshi Kusao,Powerpuff Girls Z
Actor: Takeshi Kusao,Ergo Proxy
Actor: Takeshi Kusao,Yumetsukai
Actor: Takeshi Kusao,Sergeant Keroro the Super Movie
Actor: Takeshi Kusao,Mahou Sentai Magiranger vs. Dekaranger
Actor: Takeshi Kusao,Mahou Sentai Magiranger
Actor: Takeshi Kusao,Futari wa Precure Max Heart 2: Yukizora no Tomodachi (Pretty Cure Splash Star)
Actor: Takeshi Kusao,Moeyo Ken TV
Actor: Takeshi Kusao,Speed Grapher
Actor: Takeshi Kusao,One Piece: Baron Omatsuri and the Secret Island
Actor: Takeshi Kusao,Sergeant Keroro
Actor: Takeshi Kusao,Inuyasha the Movie 4: Fire on the Mystic Island
Actor: Takeshi Kusao,Tokusou Sentai Dekaranger
Actor: Takeshi Kusao,The Tales of Phantasia: The Animation
Actor: Takeshi Kusao,Love Love?
Actor: Takeshi Kusao,Smash Hit!
Actor: Takeshi Kusao,D.N. Angel
Actor: Takeshi Kusao,Inuyasha
Actor: Takeshi Kusao,Seinto Seiya: Meiô Hâdesu jûnikyû-hen
Actor: Takeshi Kusao,Dragon Ball Z
Actor: Takeshi Kusao,"One Piece: Open Upon the Great Sea! A Father's Huge, Huge Dream!"
Actor: Takeshi Kusao,Pecola
Actor: Takeshi Kusao,Gensomaden Saiyuki: Kibou no zaika
Actor: Takeshi Kusao,Spiral: The Bonds of Reasoning
Actor: Takeshi Kusao,Toonami: Trapped in Hyperspace
Actor: Takeshi Kusao,Saiyuki: Requiem - The Motion Picture
Actor: Takeshi Kusao,Digimon Adventure 02
Actor: Takeshi Kusao,Gensomaden Saiyuki
Actor: Takeshi Kusao,One Piece: The Movie
Actor: Takeshi Kusao,Revolutionary Girl Utena: The Movie
Actor: Takeshi Kusao,VoiceSlugger
Actor: Takeshi Kusao,Sotsugyo M ore-tachi no kanibaru
Actor: Takeshi Kusao,Shadow Skill - Eigi
Actor: Takeshi Kusao,Revolutionary Girl Utena
Actor: Takeshi Kusao,Dragon Ball GT
Actor: Takeshi Kusao,Clamp School
Actor: Takeshi Kusao,B-Robo Kabutack
Actor: Takeshi Kusao,Slam Dunk
Actor: Takeshi Kusao,Dragon Ball Z
Actor: Takeshi Kusao,Ogre Slayer
Actor: Takeshi Kusao,Shadow Skill
Actor: Takeshi Kusao,Ronin Warriors
Actor: Takeshi Kusao,Dragon Ball Z: Wrath of the Dragon
Actor: Takeshi Kusao,Slam Dunk: Hoero Basketman Tamashii! Hanamichi to Rukawa no Atsuki Natsu
Actor: Takeshi Kusao,Dragon Ball Z: Revival Fusion
Actor: Takeshi Kusao,Slam Dunk: Shôhoku Saidai no Kiki! Moero Sakuragi Hanamichi
Actor: Takeshi Kusao,Ranma ½ OVA
Actor: Takeshi Kusao,Dragon Ball Z: Bio-Broly
Actor: Takeshi Kusao,Slam Dunk: Zenkoku Seiha da! Sakuragi Hanamichi
Actor: Takeshi Kusao,Dragon Ball Z: Broly - Second Coming
Actor: Takeshi Kusao,Slam Dunk: The Movie
Actor: Takeshi Kusao,Aoi kioku
Actor: Takeshi Kusao,Dragon Ball Z Gaiden: Saiya-jin Zetsumetsu Keikaku
Actor: Takeshi Kusao,Casshan: Robot Hunter
Actor: Takeshi Kusao,Dragon Ball Z: Bojack Unbound
Actor: Takeshi Kusao,Shingurusu
Actor: Takeshi Kusao,Dragon Ball Z: Broly - The Legendary Super Saiyan
Actor: Takeshi Kusao,Dragon Ball Z: The History of Trunks
Actor: Takeshi Kusao,Dragon Ball Z: Gather Together! Goku's World
Actor: Takeshi Kusao,Îsu II: Tenkû no shinden
Actor: Takeshi Kusao,Guyver: The Bioboosted Armor
Actor: Takeshi Kusao,Video Girl Ai
Actor: Takeshi Kusao,Dragon Ball Z: Super Android 13
Actor: Takeshi Kusao,Super Dimensional Fortress Macross II: Lovers Again
Actor: Takeshi Kusao,Sûpâ bikkuri man
Actor: Takeshi Kusao,Free Kick Toward Tomorrow
Actor: Takeshi Kusao,Tetsujin 28-gou FX
Actor: Takeshi Kusao,Ai monogatari
Actor: Takeshi Kusao,Record of the Lodoss War
Actor: Takeshi Kusao,Hoshikuzu paradaisu
Actor: Takeshi Kusao,Mobile Suit Gundam F91
Actor: Takeshi Kusao,Venger Robo
Actor: Takeshi Kusao,New Captain Tsubasa
Actor: Takeshi Kusao,Yûsha Exkaiser
Actor: Takeshi Kusao,Cybernetics Guardian
Actor: Takeshi Kusao,Megazone 23 III
Actor: Takeshi Kusao,Y's: Legacy
Actor: Takeshi Kusao,Peachboy Legend
Actor: Takeshi Kusao,Legend of the Galactic Heroes
Actor: Takeshi Kusao,Saint Seiya: Warriors of the Final Holy Battle
Actor: Takeshi Kusao,Be-Boy Kidnapp'n Idol
Actor: Takeshi Kusao,Knights of the Zodiac
Actor: Takeshi Kusao,Bride of Deimos
Actor: Takeshi Kusao,Akira
Actor: Takeshi Kusao,Transformers: Super-God Masterforce
Actor: Takeshi Kusao,Hâbâ raito monogatari: Fasshon Rara yori
Actor: Takeshi Kusao,Junk Boy
Actor: Takeshi Kusao,Little Women
Actor: Takeshi Kusao,The Red Spectacles
Actor: Takeshi Kusao,Captain Tsubasa
Actor: Kaito Ishikawa,Eiga Bakuten!!
Actor: Kaito Ishikawa,Gekijouban Isekai Quartet: Another World
Actor: Kaito Ishikawa,Kakkou no Iinazuke
Actor: Kaito Ishikawa,Ryman's Club
Actor: Kaito Ishikawa,Tokyo 24-ku
Actor: Kaito Ishikawa,The Case Study of Vanitas
Actor: Kaito Ishikawa,Platinum End
Actor: Kaito Ishikawa,My Hero Academia
Actor: Kaito Ishikawa,"So I'm a Spider, So What?"
Actor: Kaito Ishikawa,Bakuten!
Actor: Kaito Ishikawa,Yakunara Mug Cup mo
Actor: Kaito Ishikawa,Kemono Jihen
Actor: Kaito Ishikawa,World Trigger
Actor: Kaito Ishikawa,King's Raid: Successors of the Will
Actor: Kaito Ishikawa,Sleepy Princess in the Demon Castle
Actor: Kaito Ishikawa,Haikyuu!!
Actor: Kaito Ishikawa,Vlad Love
Actor: Kaito Ishikawa,Black Clover
Actor: Kaito Ishikawa,Plunderer
Actor: Kaito Ishikawa,BNA
Actor: Kaito Ishikawa,Isekai Quartet
Actor: Kaito Ishikawa,One Punch Man: OVA 2 #06 Zombieman Satsujin Jiken 2 - Fubuki no Sansô to Samugari-tachi
Actor: Kaito Ishikawa,One Punch Man: OVA 2 #04 Gêmu to Raibaru-tachi
Actor: Kaito Ishikawa,One Punch Man: OVA 2 #03 Genos to kioku sôshitsu
Actor: Kaito Ishikawa,My Hero Academia: Heroes Rising
Actor: Kaito Ishikawa,One Punch Man: OVA 2 #01 Saitama to Sokosoko no Noryokumono-tachi
Actor: Kaito Ishikawa,The Legend of the Galactic Heroes: Die Neue These Seiran 2
Actor: Kaito Ishikawa,How Heavy Are the Dumbbells You Lift?
Actor: Kaito Ishikawa,To the Abandoned Sacred Beasts
Actor: Kaito Ishikawa,One Punch Man
Actor: Kaito Ishikawa,The Rising of the Shield Hero
Actor: Kaito Ishikawa,Rascal Does Not Dream of Bunny Girl Senpai The Movie
Actor: Kaito Ishikawa,For Whom the Alchemist Exists: The Movie
Actor: Kaito Ishikawa,Hinomaru Sumo
Actor: Kaito Ishikawa,Rascal Does Not Dream of Bunny Girl Senpai
Actor: Kaito Ishikawa,Tokyo Ghoul: re
Actor: Kaito Ishikawa,Zoids Wild
Actor: Kaito Ishikawa,JoJo's Bizarre Adventure
Actor: Kaito Ishikawa,Tsurune: Kazemai koukou kyuudoubu
Actor: Kaito Ishikawa,Karakuri Circus
Actor: Kaito Ishikawa,Happy Sugar Life
Actor: Kaito Ishikawa,Beatless
Actor: Kaito Ishikawa,Holmes of Kyoto
Actor: Kaito Ishikawa,Seven Senses of the Re'Union
Actor: Kaito Ishikawa,Overlord
Actor: Kaito Ishikawa,Pokémon
Actor: Kaito Ishikawa,My Hero Academia: Two Heroes
Actor: Kaito Ishikawa,High School DxD
Actor: Kaito Ishikawa,Attack on Titan
Actor: Kaito Ishikawa,Space Battleship Tiramisu
Actor: Kaito Ishikawa,Kakuriyo: Bed & Breakfast for Spirits
Actor: Kaito Ishikawa,Magical Girl Ore
Actor: Kaito Ishikawa,Pop Team Epic
Actor: Kaito Ishikawa,B: The Beginning
Actor: Kaito Ishikawa,Boku No Hero Academia: Realidad Alterna
Actor: Kaito Ishikawa,Dame x Prince Anime Caravan
Actor: Kaito Ishikawa,Haikyû!!: Konseputo no tatakai
Actor: Kaito Ishikawa,RIN-NE
Actor: Kaito Ishikawa,Tsuredure Children
Actor: Kaito Ishikawa,Haikyû!!: Sainou to sensu
Actor: Kaito Ishikawa,Sagrada Reset
Actor: Kaito Ishikawa,Asura Girl: A Blood-C Tale
Actor: Kaito Ishikawa,Pokémon the Movie: I Choose You!
Actor: Kaito Ishikawa,Fastest Finger First
Actor: Kaito Ishikawa,My Hero Academia: Training of the Dead
Actor: Kaito Ishikawa,Kuroko's Basketball: Last Game
Actor: Kaito Ishikawa,Genocidal Organ
Actor: Kaito Ishikawa,Konosuba: God's Blessing on This Wonderful World!
Actor: Kaito Ishikawa,Black Butler: Book of the Atlantic
Actor: Kaito Ishikawa,Black Clover: Jump Festa Special
Actor: Kaito Ishikawa,"Re: Zero, Starting Life in Another World"
Actor: Kaito Ishikawa,Battery
Actor: Kaito Ishikawa,Days
Actor: Kaito Ishikawa,Your Name.
Actor: Kaito Ishikawa,First Love Monster
Actor: Kaito Ishikawa,Assassination Classroom
Actor: Kaito Ishikawa,Terra Formars
Actor: Kaito Ishikawa,Concrete Revolutio
Actor: Kaito Ishikawa,Kabaneri of the Iron Fortress
Actor: Kaito Ishikawa,One Punch Man - Wanpanman: The Murder Case That Is Too Impossible
Actor: Kaito Ishikawa,Bungou Stray Dogs
Actor: Kaito Ishikawa,Haikyuu!!: vs Akaten
Actor: Kaito Ishikawa,One Punch Man - Wanpanman: Iroiro Ari-sugiru Kyôdai
Actor: Kaito Ishikawa,Kuromukuro
Actor: Kaito Ishikawa,Twin Star Exorcists
Actor: Kaito Ishikawa,Gate
Actor: Kaito Ishikawa,Heavy Object
Actor: Kaito Ishikawa,"One Punch Man - Wanpanman: Bang, Who Is Too Overbearing"
Actor: Kaito Ishikawa,One Punch Man - Wanpanman: The Ninja Who Is Too Complicated
Actor: Kaito Ishikawa,One Punch Man - Wanpanman: The Pupil Who Is an Extremely Poor Talker
Actor: Kaito Ishikawa,Prince of Stride: Alternative
Actor: Kaito Ishikawa,Macross Delta
Actor: Kaito Ishikawa,Owari no serafu
Actor: Kaito Ishikawa,Noragami
Actor: Kaito Ishikawa,One Punch Man - Wanpanman: The Shadow That Snuck Up Too Close
Actor: Kaito Ishikawa,One Punch Man - Wanpanman: Road to Hero
Actor: Kaito Ishikawa,Haikyuu!! The Movie 2: The Winner and the Loser
Actor: Kaito Ishikawa,Gangsta.
Actor: Kaito Ishikawa,Ninja Slayer
Actor: Kaito Ishikawa,Haikyuu!! The Movie 1: The End and the Beginning
Actor: Kaito Ishikawa,Kuroko's Basketball
Actor: Kaito Ishikawa,Yamada-kun to 7-nin no Majo
Actor: Kaito Ishikawa,World Break: Aria of Curse for a Holy Swordsman
Actor: Kaito Ishikawa,Haikyuu!!: Lev Genzan!
Actor: Kaito Ishikawa,Bonjour Sweet Love Pâtisserie
Actor: Kaito Ishikawa,Madan no Ou to Vanadis Mini Chara Gekijo: Tigre-kun to Vanadi-chu
Actor: Kaito Ishikawa,Lord Marksman and Vanadis
Actor: Kaito Ishikawa,"Suisei no Gargantia: Meguru Koro, Haruka"
Actor: Kaito Ishikawa,Haikyuu!! Quest Picture Drama
Actor: Kaito Ishikawa,Zankyou No Terror
Actor: Kaito Ishikawa,Sora No Method
Actor: Kaito Ishikawa,DRAMAtical Murder
Actor: Kaito Ishikawa,Atelier Escha & Logy: Alchemists of the Dusk Sky
Actor: Kaito Ishikawa,Saint Seiya: Legend of Sanctuary
Actor: Kaito Ishikawa,Inazuma Eleven: Chou Jigen Dream Match
Actor: Kaito Ishikawa,Marvel Disk Wars: The Avengers
Actor: Kaito Ishikawa,A Lull in the Sea
Actor: Kaito Ishikawa,Golden Time
Actor: Kaito Ishikawa,Tokyo Ravens
Actor: Kaito Ishikawa,Bodacious Space Pirates: Abyss of Hyperspace
Actor: Kaito Ishikawa,Romantica Clock
Actor: Kaito Ishikawa,The Pilot's Love Song
Actor: Kaito Ishikawa,Super Seisyun Brothers
Actor: Kaito Ishikawa,A Certain Scientific Railgun
Actor: Kaito Ishikawa,Ark Nine
Actor: Kaito Ishikawa,RDG: Red Data Girl
Actor: Kaito Ishikawa,Gargantia on the Verdurous Planet
Actor: Kaito Ishikawa,The Pet Girl of Sakurasou
Actor: Kaito Ishikawa,"Say ""I love you"""
Actor: Kaito Ishikawa,Hyouka
Actor: Daisuke Namikawa,Mushoku Tensei: Jobless Reincarnation
Actor: Daisuke Namikawa,Lupin the 3rd Part 6
Actor: Daisuke Namikawa,One Piece
Actor: Daisuke Namikawa,Boruto: Naruto Next Generations
Actor: Daisuke Namikawa,I'm Standing on a Million Lives
Actor: Daisuke Namikawa,Meisaku Ibun Romeo to Juliet ~ Tybalt Sono Koi no Giseisha
Actor: Daisuke Namikawa,Hetalia: World Stars
Actor: Daisuke Namikawa,World Trigger
Actor: Daisuke Namikawa,Jujutsu Kaisen
Actor: Daisuke Namikawa,"So I'm a Spider, So What?"
Actor: Daisuke Namikawa,Tototsu ni Egypt Kami
Actor: Daisuke Namikawa,Haikyuu!!
Actor: Daisuke Namikawa,Is It Wrong to Try to Pick Up Girls in a Dungeon?
Actor: Daisuke Namikawa,The Gymnastics Samurai
Actor: Daisuke Namikawa,Violet Evergarden: The Movie
Actor: Daisuke Namikawa,A Whisker Away
Actor: Daisuke Namikawa,Kakushigoto
Actor: Daisuke Namikawa,BNA
Actor: Daisuke Namikawa,Digimon Adventure
Actor: Daisuke Namikawa,Yu-Gi-Oh! Sevens
Actor: Daisuke Namikawa,The God of High School
Actor: Daisuke Namikawa,Lupin III: The First
Actor: Daisuke Namikawa,Lupin III: Prison of the Past
Actor: Daisuke Namikawa,Kengan Ashura
Actor: Daisuke Namikawa,Stand My Heroes: Piece of Truth
Actor: Daisuke Namikawa,Lord El-Melloi II's Case Files: Rail Zeppelin Grace Note
Actor: Daisuke Namikawa,Demon Slayer: Kimetsu no Yaiba
Actor: Daisuke Namikawa,Magical Sempai
Actor: Daisuke Namikawa,Black Clover
Actor: Daisuke Namikawa,Pokémon
Actor: Daisuke Namikawa,One Punch Man
Actor: Daisuke Namikawa,The Prince of Tennis Best Games!! VOL.2
Actor: Daisuke Namikawa,Meiji Tokyo Renka
Actor: Daisuke Namikawa,Final Fantasy XV: Episode Ardyn - Prologue
Actor: Daisuke Namikawa,Lupin III: Goodbye Partner
Actor: Daisuke Namikawa,Usuzumizakura: Garo
Actor: Daisuke Namikawa,Hinomaru Sumo
Actor: Daisuke Namikawa,Engine Sentai Go-onger: 10 Years Grand Prix
Actor: Daisuke Namikawa,Lupin III
Actor: Daisuke Namikawa,Gintama
Actor: Daisuke Namikawa,Rupan sansei: Rupan wa imamo moeteiruka?
Actor: Daisuke Namikawa,Violet Evergarden
Actor: Daisuke Namikawa,Digimon Adventure tri. Part 6: Future
Actor: Daisuke Namikawa,Jikken-hin Kazoku: Creatures Family Days
Actor: Daisuke Namikawa,Gurazeni
Actor: Daisuke Namikawa,Pop Team Epic
Actor: Daisuke Namikawa,Uchu Sentai Kyuranger
Actor: Daisuke Namikawa,Fate/Apocrypha
Actor: Daisuke Namikawa,Full Metal Panic! 1st Section - Boy Meets Girl
Actor: Daisuke Namikawa,DC Super Heroes vs. Eagle Talon
Actor: Daisuke Namikawa,Aiseki Mogol Girl
Actor: Daisuke Namikawa,The Ancient Magus' Bride
Actor: Daisuke Namikawa,Aho Girl
Actor: Daisuke Namikawa,Tsuredure Children
Actor: Daisuke Namikawa,Clean Freak! Aoyama Kun
Actor: Daisuke Namikawa,Haikyû!!: Sainou to sensu
Actor: Daisuke Namikawa,Lupin the Third: Goemon's Blood Spray
Actor: Daisuke Namikawa,Onihei
Actor: Daisuke Namikawa,Cheating Craft
Actor: Daisuke Namikawa,Digimon Adventure Tri. Part 3: Confession
Actor: Daisuke Namikawa,Binan Koukou Chikyuu Bouei-bu Love!
Actor: Daisuke Namikawa,Scared Rider Xechs
Actor: Daisuke Namikawa,B-Project
Actor: Daisuke Namikawa,Days
Actor: Daisuke Namikawa,ReLIFE
Actor: Daisuke Namikawa,Concrete Revolutio
Actor: Daisuke Namikawa,Ushio & Tora
Actor: Daisuke Namikawa,One Punch Man - Wanpanman: The Murder Case That Is Too Impossible
Actor: Daisuke Namikawa,Garo: Divine Flame
Actor: Daisuke Namikawa,Twin Star Exorcists
Actor: Daisuke Namikawa,"Grimgar, Ashes and Illusions"
Actor: Daisuke Namikawa,Digimon Adventure tri. Part 2: Determination
Actor: Daisuke Namikawa,Prison School
Actor: Daisuke Namikawa,Utawarerumono: The False Faces
Actor: Daisuke Namikawa,Nurse Witch Komugi-chan R
Actor: Daisuke Namikawa,Lupin III: The Italian Game
Actor: Daisuke Namikawa,Lupin III
Actor: Daisuke Namikawa,Digimon Adventure tri. Part 1: Reunion
Actor: Daisuke Namikawa,Garo: Guren no tsuki
Actor: Daisuke Namikawa,Tokyo Ghoul: Jack
Actor: Daisuke Namikawa,The Laws of the Universe Part 0
Actor: Daisuke Namikawa,Ore Monogatari!!
Actor: Daisuke Namikawa,Haikyuu!! The Movie 2: The Winner and the Loser
Actor: Daisuke Namikawa,Fairy Tail
Actor: Daisuke Namikawa,Boruto: Naruto The Movie
Actor: Daisuke Namikawa,Meiji Tokyo Renka Movie: Yumihari no Serenade
Actor: Daisuke Namikawa,Fate/stay night: Unlimited Blade Works
Actor: Daisuke Namikawa,Ressha Sentai ToQger Returns: Super ToQ 7gou of Dreams
Actor: Daisuke Namikawa,Crayon Shin-chan Movie 23: Ora No Hikkoshi Monogatari - Saboten Daisuugeki
Actor: Daisuke Namikawa,Ace of Diamond
Actor: Daisuke Namikawa,Parasyte: The Maxim
Actor: Daisuke Namikawa,Tokyo Ghoul: Root A
Actor: Daisuke Namikawa,Uwabaki kukku
Actor: Daisuke Namikawa,Juuza Engi: Engetsu Sangokuden - Gaiden Youzhou Genya
Actor: Daisuke Namikawa,Haikyuu!! Quest Picture Drama
Actor: Daisuke Namikawa,Persona 4 the Golden Animation
Actor: Daisuke Namikawa,Garo the Animation
Actor: Daisuke Namikawa,Hunter x Hunter
Actor: Daisuke Namikawa,Space Dandy
Actor: Daisuke Namikawa,K: Missing Kings
Actor: Daisuke Namikawa,Saint Seiya: Legend of Sanctuary
Actor: Daisuke Namikawa,Barairo no Bûko
Actor: Daisuke Namikawa,The World Is Still Beautiful
Actor: Daisuke Namikawa,Avengers Confidential: Black Widow & Punisher
Actor: Daisuke Namikawa,Hunter x Hunter: The Last Mission
Actor: Daisuke Namikawa,Double Circle
Actor: Daisuke Namikawa,Gifuu Doudou!!: Kanetsugu to Keiji
Actor: Daisuke Namikawa,Lupin III vs. Detective Conan: The Movie
Actor: Daisuke Namikawa,Bayonetta: Bloody Fate
Actor: Daisuke Namikawa,Lupin III: Princess of the Breeze
Actor: Daisuke Namikawa,Brothers Conflict
Actor: Daisuke Namikawa,Gatchaman Crowds
Actor: Daisuke Namikawa,Sunday Without God
Actor: Daisuke Namikawa,Hetalia: Axis Powers
Actor: Daisuke Namikawa,Hunter X Hunter: Phantom Rouge
Actor: Daisuke Namikawa,Magic Kaito
Actor: Daisuke Namikawa,Lupin the III: Another Page
Actor: Daisuke Namikawa,K: Return of Kings
Actor: Daisuke Namikawa,From the New World
Actor: Daisuke Namikawa,The Mirror of the Muse: My Pretty Doll
Actor: Daisuke Namikawa,Lupin the Third: The Woman Called Fujiko Mine
Actor: Daisuke Namikawa,Aquarion EVOL
Actor: Daisuke Namikawa,Fate/Zero
Actor: Daisuke Namikawa,Myûzu no kagami
Actor: Daisuke Namikawa,Medaka Box
Actor: Daisuke Namikawa,Hiiro no Kakera
Actor: Daisuke Namikawa,Daily Lives of High School Boys
Actor: Daisuke Namikawa,Fate/Zero Remix
Actor: Daisuke Namikawa,Hellsing Ultimate
Actor: Daisuke Namikawa,Persona 4: The Animation
Actor: Daisuke Namikawa,The New Prince of Tennis
Actor: Daisuke Namikawa,LBX: Little Battlers eXperience
Actor: Daisuke Namikawa,Rupan no kiganjô
Actor: Daisuke Namikawa,Lupin the III: Blood Seal ~Eternal Mermaid~
Actor: Daisuke Namikawa,The Voice Makes a Miracle
Actor: Daisuke Namikawa,Kaizoku Sentai Gokaiger
Actor: Daisuke Namikawa,The Princess and the Pilot
Actor: Daisuke Namikawa,The Mystic Archives of Dantalian
Actor: Daisuke Namikawa,Hellsing: The Dawn
Actor: Daisuke Namikawa,Black Lagoon: Roberta's Blood Trail
Actor: Daisuke Namikawa,Level E
Actor: Daisuke Namikawa,Kimi ni Todoke: From Me to You
Actor: Daisuke Namikawa,.hack//Quantum: The Worldend Pallbearer
Actor: Daisuke Namikawa,Reservoir Chronicle: Tsubasa
Actor: Daisuke Namikawa,House of Five Leaves
Actor: Daisuke Namikawa,"Kyou, Koi wo Hajimemasu"
Actor: Daisuke Namikawa,Wonderful World
Actor: Daisuke Namikawa,Ikki tousen
Actor: Daisuke Namikawa,"Hetalia: Axis Powers - Paint It, White!"
Actor: Daisuke Namikawa,Bleach
Actor: Daisuke Namikawa,Night Raid 1931
Actor: Daisuke Namikawa,Kobato.
Actor: Daisuke Namikawa,Black Lagoon Omake
Actor: Daisuke Namikawa,"Yondemasu yo, Azazel-san."
Actor: Daisuke Namikawa,Mobile Suit Gundam Unicorn
Actor: Daisuke Namikawa,Samurai Sentai Shinkenger vs. Go-onger Ginmaku Bang!
Actor: Daisuke Namikawa,Fullmetal Alchemist: Brotherhood
Actor: Daisuke Namikawa,Space Battleship Yamato Resurrection
Actor: Daisuke Namikawa,Welcome to Irabu's Office
Actor: Daisuke Namikawa,Aoi Bungaku Series
Actor: Daisuke Namikawa,07-Ghost
Actor: Daisuke Namikawa,"Hayate, the Combat Butler 2"
Actor: Daisuke Namikawa,OVA Utawarerumono: Bôrô no komoriuta
Actor: Daisuke Namikawa,Kurokami: The Animation
Actor: Daisuke Namikawa,To LOVE-Ru
Actor: Daisuke Namikawa,Tsubasa Chronicle: Spring Thunder
Actor: Daisuke Namikawa,Engine Sentai Go-onger
Actor: Daisuke Namikawa,Engine Sentai Go-onger VS Gekiranger
Actor: Daisuke Namikawa,Fighting Spirit: New Challenger
Actor: Daisuke Namikawa,Fist of the North Star: The Legend of Toki
Actor: Daisuke Namikawa,Air Gear
Actor: Daisuke Namikawa,Box of Goblins
Actor: Daisuke Namikawa,Engine sentai Go-onger: Boom boom! Bang bang! GekijoBang!!
Actor: Daisuke Namikawa,Blade of the Immortal
Actor: Daisuke Namikawa,Nabari no Ou
Actor: Daisuke Namikawa,Himitsu: Top Secret - The Revelation
Actor: Daisuke Namikawa,Ayakashi
Actor: Daisuke Namikawa,Spice and Wolf
Actor: Daisuke Namikawa,Tsubasa: Tokyo Revelations
Actor: Daisuke Namikawa,Shigurui: Death Frenzy
Actor: Daisuke Namikawa,Neuro: Supernatural Detective
Actor: Daisuke Namikawa,Toward the Terra
