actor,movie_or_TV_name
Actor: Dai Matsumoto,Juken Sentai Gekiranger
Actor: Dai Matsumoto,Polyphonica
Actor: Dai Matsumoto,Kaze no Stigma
Actor: Dai Matsumoto,Dororo
Actor: Dai Matsumoto,Bleach: Memories of Nobody
Actor: Dai Matsumoto,Kin iro no koruda: Primo passo
Actor: Dai Matsumoto,Bleach
Actor: Dai Matsumoto,Karin
Actor: Dai Matsumoto,Mobile Suit Gundam MS IGLOO: Apocalypse 0079
Actor: Dai Matsumoto,Hell Girl
Actor: Dai Matsumoto,Mobile Suit Gundam Seed Destiny
Actor: Dai Matsumoto,Munto 2: Beyond the Walls of Time
Actor: Dai Matsumoto,Haruka: Beyond the Stream of Time - A Tale of the Eight Guardians
Actor: Dai Matsumoto,Mobile Suit Gundam MS IGLOO: The Hidden One Year War
Actor: Dai Matsumoto,Gakuen Alice
Actor: Dai Matsumoto,Desert Punk
Actor: Dai Matsumoto,Gunbuster 2: Diebuster
Actor: Dai Matsumoto,Mars Daybreak
Actor: Dai Matsumoto,This Ugly Yet Beautiful World
Actor: Dai Matsumoto,SD Gundam Force
Actor: Dai Matsumoto,RahXephon: The Motion Picture - Pluralitas Concentio
Actor: Dai Matsumoto,Kino's Journey
Actor: Dai Matsumoto,Pecola
Actor: Dai Matsumoto,Gensomaden Saiyuki: Kibou no zaika
Actor: Dai Matsumoto,Inuyasha
Actor: Dai Matsumoto,RahXephon
Actor: Dai Matsumoto,Kinnikuman nisei
Actor: Dai Matsumoto,Saiyuki: Requiem - The Motion Picture
Actor: Dai Matsumoto,Hyakujuu Sentai Gaoranger
Actor: Dai Matsumoto,Baki the Grappler
Actor: Dai Matsumoto,Mirai Sentai Timeranger
Actor: Dai Matsumoto,Ten Tokyo Warriors
Actor: Dai Matsumoto,Kyuukyuu Sentai GoGoFive
Actor: Dai Matsumoto,Spriggan
Actor: Dai Matsumoto,Dragoon
Actor: Dai Matsumoto,B-Robo Kabutack
Actor: Dai Matsumoto,King of the Braves GaoGaiGar
Actor: Dai Matsumoto,Cho ko senshi Changerion
Actor: Dai Matsumoto,Chouriki Sentai Ohranger
Actor: Dai Matsumoto,Roboman Hakaider
Actor: Dai Matsumoto,Ninja Sentai Kakuranger
Actor: Dai Matsumoto,Super Sentai World
Actor: Dai Matsumoto,Black Jack
Actor: Dai Matsumoto,Kidô Senshi Gundam
Actor: Chô,One Piece
Actor: Chô,Yashahime: Princess Half-Demon
Actor: Chô,Star Wars: Visions
Actor: Chô,The Duke of Death and His Maid
Actor: Chô,Natsume's Book of Friends: The Waking Rock and the Strange Visitor
Actor: Chô,Boruto: Naruto Next Generations
Actor: Chô,Cute Executive Officer
Actor: Chô,Akudama Drive
Actor: Chô,Shinchan
Actor: Chô,Sleepy Princess in the Demon Castle
Actor: Chô,Listeners
Actor: Chô,Hi Score Girl
Actor: Chô,Kengan Ashura
Actor: Chô,Fire Force
Actor: Chô,Konosuba!: God's Blessing on This Wonderful World! - Legend of Crimson
Actor: Chô,One Piece: Stampede
Actor: Chô,Star Blazers 2202
Actor: Chô,Merc Storia: Yujutsushi to Suzu no Shirabe
Actor: Chô,Overlord
Actor: Chô,The Seven Deadly Sins
Actor: Chô,The woodcutter's Treasure
Actor: Chô,Batman Ninja
Actor: Chô,Basilisk: The Ouka Ninja Scrolls
Actor: Chô,Juuni Taisen
Actor: Chô,Konosuba: God's Blessing on This Wonderful World!
Actor: Chô,WorldEnd: What Do You Do at the End of the World? Are You Busy? Will You Save Us?
Actor: Chô,Lu Over the Wall
Actor: Chô,Chou Super Hero Taisen: Kamen Rider vs. Super Sentai
Actor: Chô,Doubutsu Sentai Zyuohger vs. Ninninger the Movie: Super Sentai's Message from the Future
Actor: Chô,Peek-a-boo! One-two! Pan Two!
Actor: Chô,Tôkyô Wan Pîsu Tawâ: Tongari Shima no Dai Hihô
Actor: Chô,Doubutsu Sentai Zyuohger
Actor: Chô,Doubutsu Sentai Zyuohger the Movie: The Heart Pounding Circus Panic
Actor: Chô,One Piece Film: Gold
Actor: Chô,Magi: Sinbad no Bouken
Actor: Chô,Ajin
Actor: Chô,One Punch Man - Wanpanman: Road to Hero
Actor: Chô,Harmony
Actor: Chô,Gate
Actor: Chô,JoJo's Bizarre Adventure
Actor: Chô,Shuriken Sentai Ninninger
Actor: Chô,Blade & Soul
Actor: Chô,Zyuden Sentai Kyoryuger: 100 Years After
Actor: Chô,Ressha Sentai ToQger
Actor: Chô,Zyuden Sentai Kyoryuger
Actor: Chô,Log Horizon
Actor: Chô,Hidamari Sketch: Sae & Hiro's Graduation Arc
Actor: Chô,Hunter x Hunter
Actor: Chô,Naruto: Shippûden
Actor: Chô,Dream 9 Toriko x One Piece x Dragon Ball Z Super Collaboration Special!!
Actor: Chô,Hanasaku Iroha: Home Sweet Home
Actor: Chô,One Piece Film Z
Actor: Chô,Hidamari Sketch × Honeycomb
Actor: Chô,Eiga Kureyon Shinchan: Arashi o yobu! Ora to uchuu to purinsesu
Actor: Chô,Lupin the Third: The Woman Called Fujiko Mine
Actor: Chô,Buta
Actor: Chô,Kaizoku Sentai Gokaiger
Actor: Chô,My Ordinary Life
Actor: Chô,A Letter to Momo
Actor: Chô,Astarotte's Toy
Actor: Chô,Hanasaku iroha
Actor: Chô,Toriko
Actor: Chô,One Piece 3D: Straw Hat Chase
Actor: Chô,Tensou Sentai Goseiger vs. Shinkenger: Epic on Ginmaku
Actor: Chô,Tegami Bachi Reverse
Actor: Chô,Heroman
Actor: Chô,InuYasha: The Final Act
Actor: Chô,Hidamari Sketch X Hoshimittsu
Actor: Chô,Samurai Sentai Shinkenger
Actor: Chô,Samurai Sentai Shinkenger vs. Go-onger Ginmaku Bang!
Actor: Chô,Dragonaut: The Resonance
Actor: Chô,One Piece: Strong World
Actor: Chô,Redline
Actor: Chô,Samurai sentai Shinkenger the Movie: The Fateful War
Actor: Chô,Kamen Rider Decade
Actor: Chô,"Eureka Seven - good night, sleep tight, young lovers"
Actor: Chô,Ichigo mashimaro encore: Mata ashita
Actor: Chô,Natsume's Book of Friends
Actor: Chô,Ichigo mashimaro encore: Konnichiwa
Actor: Chô,Wan pîsu: Romansu keimei
Actor: Chô,Casshern Sins
Actor: Chô,Hidamari Sketch x 365
Actor: Chô,XXXHOLiC
Actor: Chô,Da Capo II
Actor: Chô,Gunslinger Girl: Il Teatrino
Actor: Chô,Hells
Actor: Chô,Gintama
Actor: Chô,Sword of the Stranger
Actor: Chô,Shigurui: Death Frenzy
Actor: Chô,Claymore
Actor: Chô,Rocket Girls
Actor: Chô,Princess Resurrection
Actor: Chô,Ichigo mashimaro: Orijinaru bideo animêshon - Mainichi.
Actor: Chô,Hidamari Sketch
Actor: Chô,Ichigo mashimaro: Orijinaru bideo animêshon - Itsumo.
Actor: Chô,Demon Prince Enma
Actor: Chô,Ichigo mashimaro: Orijinaru bideo animêshon - Keshiki.
Actor: Chô,Galaxy Angel Rune
Actor: Chô,Ouran High School Host Club
Actor: Chô,Eureka Seven
Actor: Chô,Lemon Angel Project
Actor: Chô,Naruto
Actor: Chô,Wan Wan Celeb Soreyuke! Tetsunoshin
Actor: Chô,Strawberry Marshmallow
Actor: Chô,Bleach
Actor: Chô,Pokémon
Actor: Chô,Futakoi Alternative
Actor: Chô,Speed Grapher
Actor: Chô,Samurai Champloo
Actor: Chô,Inuyasha the Movie 4: Fire on the Mystic Island
Actor: Chô,Tactics
Actor: Chô,Gakuen Alice
Actor: Chô,Inuyasha
Actor: Chô,Animation Runner Kuromi 2
Actor: Chô,Transformers: Energon
Actor: Chô,Mezzo DSA
Actor: Chô,InuYasha the Movie 3: Swords of an Honorable Ruler
Actor: Chô,Gunslinger Girl
Actor: Chô,Ninja Scroll: The Series
Actor: Chô,Pokémon Chronicles
Actor: Chô,Cyborg 009
Actor: Chô,Bonobono: Kumomo no ki no koto
Actor: Chô,Special Edition: All About Inuyasha
Actor: Chô,"Zone of the Enders: Dolores, i"
Actor: Chô,Compiler
Actor: Chô,Bubu Chacha
Actor: Chô,Transformers: Beast Wars Metals
Actor: Chô,GTO: Great Teacher Onizuka
Actor: Chô,Oh! Sûpâ Miruku-chan
Actor: Chô,Supa Miruku Chan
Actor: Chô,Beast Wars II: Lio Convoy's Close Call!
Actor: Chô,Steam Detectives
Actor: Chô,Spriggan
Actor: Chô,Sexy Commando Side Story: That's Amazing!! Mr. Masaru
Actor: Chô,Saber Marionette J Again
Actor: Chô,King of the Braves GaoGaiGar
Actor: Chô,Yat! Budget! Space Tours
Actor: Chô,Saber Marionette J
Actor: Chô,The Slayers
Actor: Chô,Landlock
Actor: Chô,Can Can Bunny Extra
Actor: Chô,Hâmerun no baiorin hiki
Actor: Chô,Nuumamonja: Time and Space Adventures - Chrono Trigger OVA
Actor: Chô,The Ping-Pong Club
Actor: Chô,Fencer of Minerva
Actor: Chô,Suikoden: Demon Century
Actor: Chô,Video Girl Ai
Actor: Chô,Hana no mahoutsukai Mary Bell
Actor: Chô,Ai monogatari
Actor: Chô,"Free, Whale Peak"
Actor: Chô,Ogami Matsugorô
Actor: Chô,Guyver: The Bioboosted Armor
Actor: Kumiko Higa,Lord El-Melloi II's Case Files: Rail Zeppelin Grace Note
Actor: Kumiko Higa,Gintama
Actor: Kumiko Higa,Naruto: Shippûden
Actor: Kumiko Higa,Pandora Hearts
Actor: Kumiko Higa,Bokura no
Actor: Kumiko Higa,D.Gray-man
Actor: Kumiko Higa,Spider Riders: Resurrected Sun
Actor: Kumiko Higa,Mai otome: Tsuvai - Arashi no yokan
Actor: Kumiko Higa,Mai otome zwei
Actor: Kumiko Higa,Mai otome
Actor: Kumiko Higa,Mahou Sentai Magiranger vs. Dekaranger
Actor: Kumiko Higa,Mahou Sentai Magiranger
Actor: Kumiko Higa,Reservoir Chronicle: Tsubasa
Actor: Kumiko Higa,Futakoi Alternative
Actor: Kumiko Higa,Rockman. EXE: The Program of Light and Darkness
Actor: Kumiko Higa,Pokémon the Movie: Destiny Deoxys
Actor: Kumiko Higa,Jagainu-kun
Actor: Kumiko Higa,Rockman.exe Stream
Actor: Kumiko Higa,Lunar Legend Tsukihime
Actor: Kumiko Higa,Pokémon: Jirachi - Wish Maker
Actor: Kumiko Higa,Shutsugeki! Machine Robo Rescue
Actor: Kumiko Higa,Charcoal Feather Federation
Actor: Kumiko Higa,Inuyasha
Actor: Kumiko Higa,MegaMan: NT Warrior
Actor: Kumiko Higa,Geneshaft
Actor: Kumiko Higa,FLCL
Actor: Kenji Nomura,Kikai Sentai Zenkaiger
Actor: Kenji Nomura,One Piece
Actor: Kenji Nomura,Battle Game in 5 Seconds
Actor: Kenji Nomura,The Dungeon of Black Company
Actor: Kenji Nomura,Boruto: Naruto Next Generations
Actor: Kenji Nomura,Kikai Sentai Zenkaiger Spin-Off: Zenkai Red Great Introduction
Actor: Kenji Nomura,Suppose a Kid from the Last Dungeon Boonies moved to a starter town?
Actor: Kenji Nomura,Kikai Sentai Zenkaiger: The Movie
Actor: Kenji Nomura,Golden Kamuy
Actor: Kenji Nomura,Great Pretender
Actor: Kenji Nomura,Baki
Actor: Kenji Nomura,BNA
Actor: Kenji Nomura,Ninja-Gum is Born
Actor: Kenji Nomura,Mugen no jûnin: Immortal
Actor: Kenji Nomura,The Disastrous Life of Saiki K.: Reawakened
Actor: Kenji Nomura,Fire Force
Actor: Kenji Nomura,Dr. Stone
Actor: Kenji Nomura,Tokunana
Actor: Kenji Nomura,Lord El-Melloi II's Case Files: Rail Zeppelin Grace Note
Actor: Kenji Nomura,JoJo's Bizarre Adventure
Actor: Kenji Nomura,BEM
Actor: Kenji Nomura,One Punch Man
Actor: Kenji Nomura,Cells at Work!
Actor: Kenji Nomura,Back Street Girls
Actor: Kenji Nomura,Untitled Yu Yu Hakusho OVA
Actor: Kenji Nomura,Angolmois: Genkou Kassenki
Actor: Kenji Nomura,Dragon Ball Super
Actor: Kenji Nomura,Fate/Apocrypha
Actor: Kenji Nomura,Mobile Suit Gundam Thunderbolt: Bandit Flower
Actor: Kenji Nomura,Food Wars
Actor: Kenji Nomura,Vatican Miracle Examiner
Actor: Kenji Nomura,DanMachi: Is It Wrong to Try to Pick Up Girls in a Dungeon? On the Side - Sword Oratoria
Actor: Kenji Nomura,Tiger Mask W
Actor: Kenji Nomura,Cyborg 009: Call of Justice
Actor: Kenji Nomura,Cyborg 009: Call of Justice III
Actor: Kenji Nomura,Cyborg 009: Call of Justice II
Actor: Kenji Nomura,Cyborg 009: Call of Justice I
Actor: Kenji Nomura,Drifters
Actor: Kenji Nomura,"Re: Zero, Starting Life in Another World"
Actor: Kenji Nomura,Utawarerumono: The False Faces
Actor: Kenji Nomura,Kido Senshi Gundam 0083: Stardust Memory - Sora no Kagero 2
Actor: Kenji Nomura,Dimension W
Actor: Kenji Nomura,Mobile Suit Gundam: Iron-Blooded Orphans
Actor: Kenji Nomura,Lupin III
Actor: Kenji Nomura,Little Witch Academia: The Enchanted Parade
Actor: Kenji Nomura,Is It Wrong to Try to Pick Up Girls in a Dungeon?
Actor: Kenji Nomura,The Testament of Sister New Devil
Actor: Kenji Nomura,Maria the Virgin Witch
Actor: Kenji Nomura,Akame ga Kill!
Actor: Kenji Nomura,The World Is Still Beautiful
Actor: Kenji Nomura,Marvel Disk Wars: The Avengers
Actor: Kenji Nomura,Bakumatsu Rock
Actor: Kenji Nomura,Gekijouban Puritîrizumu ôru sutâ serekushon: Purizumu shô besuto ten
Actor: Kenji Nomura,Zyuden Sentai Kyoryuger
Actor: Kenji Nomura,Leviathan: The Last Defense
Actor: Kenji Nomura,RDG: Red Data Girl
Actor: Kenji Nomura,Little Witch Academia
Actor: Kenji Nomura,Jormungand
Actor: Kenji Nomura,Psycho-Pass
Actor: Kenji Nomura,Ben-To
Actor: Kenji Nomura,Naruto: Shippûden
Actor: Kenji Nomura,Kaettekita Tensô Sentai Goseijâ: Rasuto Epikku - Gosei Tenshi ga Kokuminteki Aidoru ni?!
Actor: Kenji Nomura,Air Gear: Kuro no Hane to Nemuri no Mori
Actor: Kenji Nomura,Loups=Garous
Actor: Kenji Nomura,Bleach
Actor: Kenji Nomura,Cross Game
Actor: Kenji Nomura,Gintama
Actor: Kenji Nomura,InuYasha: The Final Act
Actor: Kenji Nomura,King of Thorn
Actor: Kenji Nomura,Valkyria Chronicles
Actor: Kenji Nomura,Ristorante Paradiso
Actor: Kenji Nomura,A Certain Magical Index
Actor: Kenji Nomura,Legends of the Dark King: A Fist of the North Star Story
Actor: Kenji Nomura,Casshern Sins
Actor: Kenji Nomura,Kanokon
Actor: Kenji Nomura,Gunslinger Girl: Il Teatrino
Actor: Kenji Nomura,"One Piece: Episode of Chopper Plus - Bloom in the Winter, Miracle Sakura"
Actor: Kenji Nomura,Strait Jacket
Actor: Kenji Nomura,Kite Liberator
Actor: Kenji Nomura,Devil May Cry: The Animated Series
Actor: Kenji Nomura,Polyphonica
Actor: Kenji Nomura,Andâbâ samâ: Season. 2
Actor: Kenji Nomura,Kujibiki Unbalance
Actor: Kenji Nomura,Powerpuff Girls Z
Actor: Kenji Nomura,Strain: Strategic Armored Infantry
Actor: Kenji Nomura,Andâbâ samâ: Season. 1
Actor: Kenji Nomura,Kinnikuman nisei
Actor: Kenji Nomura,Ginga Densetsu Weed
Actor: Kenji Nomura,Gallery Fake
Actor: Kenji Nomura,Final Fantasy VII: Advent Children
Actor: Kenji Nomura,Futakoi Alternative
Actor: Kenji Nomura,Trinity Blood
Actor: Kenji Nomura,Samurai Champloo
Actor: Kenji Nomura,Xenosaga: The Animation
Actor: Kenji Nomura,Genshiken
Actor: Kenji Nomura,Moon Phase
Actor: Kenji Nomura,Daphne in the Brilliant Blue
Actor: Kenji Nomura,Rockman.exe Stream
Actor: Kenji Nomura,Peace Maker Kurogane
Actor: Kenji Nomura,Fullmetal Alchemist
Actor: Kenji Nomura,Justice League
Actor: Kenji Nomura,Kino's Journey
Actor: Kenji Nomura,Gad Guard
Actor: Kenji Nomura,Ganparêdo mâchî: Aratanaru kôgun uta
Actor: Kenji Nomura,Cosplay Complex
Actor: Kenji Nomura,EX-Driver the Movie
Actor: Kenji Nomura,éX-Driver the Movie
Actor: Kenji Nomura,Digimon Frontier
Actor: Kenji Nomura,Digimon Tamers
Actor: Kenji Nomura,Baki the Grappler
Actor: Kenji Nomura,Magical DoReMi
Actor: Kenji Nomura,Kyûkyû sentai Go Go Five vs Gingaman
Actor: Kenji Nomura,Locke the Superman: Mirror Ring
Actor: Kenji Nomura,Mirai Sentai Timeranger
Actor: Kenji Nomura,Kyuukyuu Sentai GoGoFive
Actor: Kenji Nomura,Digimon Adventure
Actor: Kenji Nomura,Seiju Sentai Gingaman vs Megaranger
Actor: Kenji Nomura,Power Rangers in Space
Actor: Kenji Nomura,Seiju Sentai Gingaman
Actor: Kenji Nomura,Trigun
Actor: Kenji Nomura,Serial Experiments Lain
Actor: Kenji Nomura,Silent Möbius
Actor: Kenji Nomura,Berserk
Actor: Kenji Nomura,Power Rangers Turbo
Actor: Kenji Nomura,Yume no crayon oukoku
Actor: Ryûzaburô Ôtomo,One Piece
Actor: Ryûzaburô Ôtomo,Baki
Actor: Ryûzaburô Ôtomo,Dragon Ball Super: Broly
Actor: Ryûzaburô Ôtomo,Karakuri Circus
Actor: Ryûzaburô Ôtomo,Doraemon the Movie: Nobita's Treasure Island
Actor: Ryûzaburô Ôtomo,Princess Principal
Actor: Ryûzaburô Ôtomo,Dragon Ball Super
Actor: Ryûzaburô Ôtomo,Dragon Ball Z: The Real 4-D
Actor: Ryûzaburô Ôtomo,Concrete Revolutio
Actor: Ryûzaburô Ôtomo,Eiga Yo-kai Watch: Enma Daioh to Itsutsu no Monogatari da Nyan!
Actor: Ryûzaburô Ôtomo,Dragon Ball Z Kai
Actor: Ryûzaburô Ôtomo,"Dragon Ball Z: Resurrection ""F"""
Actor: Ryûzaburô Ôtomo,Avengers Confidential: Black Widow & Punisher
Actor: Ryûzaburô Ôtomo,Kamen Rider Movie War the Fateful Sengoku Battle: Kamen Rider vs. Kamen Rider Gaim & Wizard
Actor: Ryûzaburô Ôtomo,Kamen Rider Wizard
Actor: Ryûzaburô Ôtomo,Dragon Ball Z: Battle of Gods
Actor: Ryûzaburô Ôtomo,Campione!
Actor: Ryûzaburô Ôtomo,Seinto Seiya: Omega
Actor: Ryûzaburô Ôtomo,Digimon Xros Wars: The Young Hunters Who Leapt Through Time
Actor: Ryûzaburô Ôtomo,Hellsing Ultimate
Actor: Ryûzaburô Ôtomo,Naruto: Shippûden
Actor: Ryûzaburô Ôtomo,Wolverine
Actor: Ryûzaburô Ôtomo,Naruto Shippûden: The Lost Tower
Actor: Ryûzaburô Ôtomo,Fullmetal Alchemist: Brotherhood
Actor: Ryûzaburô Ôtomo,Halo Legends
Actor: Ryûzaburô Ôtomo,Darker Than Black: Gaiden
Actor: Ryûzaburô Ôtomo,Kamen Rider Decade
Actor: Ryûzaburô Ôtomo,Superior Ultraman 8 Brothers
Actor: Ryûzaburô Ôtomo,The Tower of DRUAGA: The Aegis of URUK
Actor: Ryûzaburô Ôtomo,Juken Sentai Gekiranger
Actor: Ryûzaburô Ôtomo,Graveyard Kitaro
Actor: Ryûzaburô Ôtomo,Claymore
Actor: Ryûzaburô Ôtomo,Moribito: Guardian of the Spirit
Actor: Ryûzaburô Ôtomo,Initial D Battle Stage 2
Actor: Ryûzaburô Ôtomo,One Piece: Episode of Alabasta - The Desert Princess and the Pirates
Actor: Ryûzaburô Ôtomo,Fist of the Blue Sky
Actor: Ryûzaburô Ôtomo,Ergo Proxy
Actor: Ryûzaburô Ôtomo,Speed Grapher
Actor: Ryûzaburô Ôtomo,Tokusou Sentai Dekaranger vs Abaranger
Actor: Ryûzaburô Ôtomo,Inuyasha
Actor: Ryûzaburô Ôtomo,Samurai Champloo
Actor: Ryûzaburô Ôtomo,Gungrave
Actor: Ryûzaburô Ôtomo,Divergence Eve: Misaki Chronicles
Actor: Ryûzaburô Ôtomo,Planetes
Actor: Ryûzaburô Ôtomo,Divergence Eve
Actor: Ryûzaburô Ôtomo,Ninja Scroll: The Series
Actor: Ryûzaburô Ôtomo,Bobobo-bo Bo-bobo
Actor: Ryûzaburô Ôtomo,Macross Zero
Actor: Ryûzaburô Ôtomo,King of Bandit Jing
Actor: Ryûzaburô Ôtomo,Fushigi Yûgi - The Mysterious Play
Actor: Ryûzaburô Ôtomo,Digimon Frontier
Actor: Ryûzaburô Ôtomo,Mirai sentai Timeranger vs. Go Go V
Actor: Ryûzaburô Ôtomo,Bastard!!
Actor: Ryûzaburô Ôtomo,Malice@Doll
Actor: Ryûzaburô Ôtomo,Mirai Sentai Timeranger
Actor: Ryûzaburô Ôtomo,Kyûkyû sentai Go Go Five vs Gingaman
Actor: Ryûzaburô Ôtomo,Pokémon
Actor: Ryûzaburô Ôtomo,Weird Anime Excel Saga
Actor: Ryûzaburô Ôtomo,Street Fighter Alpha
Actor: Ryûzaburô Ôtomo,Digimon Adventure
Actor: Ryûzaburô Ôtomo,Gregory Horror Show
Actor: Ryûzaburô Ôtomo,Dr. Slump
Actor: Ryûzaburô Ôtomo,DNA Sights 999.9
Actor: Ryûzaburô Ôtomo,Seiju Sentai Gingaman
Actor: Ryûzaburô Ôtomo,Pokémon: The First Movie - Mewtwo Strikes Back
Actor: Ryûzaburô Ôtomo,Shadow Skill - Eigi
Actor: Ryûzaburô Ôtomo,Psychic Force Radio Drama CD Vol. 3
Actor: Ryûzaburô Ôtomo,Psychic Force Radio Drama CD Vol. 2
Actor: Ryûzaburô Ôtomo,Trigun
Actor: Ryûzaburô Ôtomo,Psychic Force Radio Drama CD Vol. 1
Actor: Ryûzaburô Ôtomo,Yu-Gi-Oh!
Actor: Ryûzaburô Ôtomo,Cowboy Bebop
Actor: Ryûzaburô Ôtomo,AWOL: Absent Without Leave
Actor: Ryûzaburô Ôtomo,Denji Sentai Megaranger
Actor: Ryûzaburô Ôtomo,Dragon Ball GT
Actor: Ryûzaburô Ôtomo,Hyper Police
Actor: Ryûzaburô Ôtomo,Dragon Ball GT: A Hero's Legacy
Actor: Ryûzaburô Ôtomo,B-Fighter Kabuto
Actor: Ryûzaburô Ôtomo,Legend of Crystania: The Chaos Ring
Actor: Ryûzaburô Ôtomo,Cho ko senshi Changerion
Actor: Ryûzaburô Ôtomo,Slayers: The Book of Spells
Actor: Ryûzaburô Ôtomo,Lupin III: Dead or Alive
Actor: Ryûzaburô Ôtomo,Tenchi the Movie - Tenchi Muyo in Love
Actor: Ryûzaburô Ôtomo,Legend of the Blue Wolves
Actor: Ryûzaburô Ôtomo,Virtua Fighter
Actor: Ryûzaburô Ôtomo,"The Racing Brothers, Lets & Go"
Actor: Ryûzaburô Ôtomo,Ogre Slayer
Actor: Ryûzaburô Ôtomo,Bio Hunter
Actor: Ryûzaburô Ôtomo,Dragon Ball Z
Actor: Ryûzaburô Ôtomo,Gatchaman
Actor: Ryûzaburô Ôtomo,Sailor Moon
Actor: Ryûzaburô Ôtomo,Saitama bôsô saizensen furaggu! Shinimonogurui no seishun!!
Actor: Ryûzaburô Ôtomo,Ninja Sentai Kakuranger
Actor: Ryûzaburô Ôtomo,The Rapeman Anime Version
Actor: Ryûzaburô Ôtomo,Butt Attack Punisher Girl Gautaman
Actor: Ryûzaburô Ôtomo,Urotsukidoji III: Return of the Overfiend Director's Edition
Actor: Ryûzaburô Ôtomo,Adventure Kid
Actor: Ryûzaburô Ôtomo,Black Jack
Actor: Ryûzaburô Ôtomo,Battle Angel
Actor: Ryûzaburô Ôtomo,Ninja Scroll
Actor: Ryûzaburô Ôtomo,Urotsukidoji III: Return of the Overfiend
Actor: Ryûzaburô Ôtomo,Tenchi Muyo!
Actor: Ryûzaburô Ôtomo,Super Dimensional Fortress Macross II: Lovers Again
Actor: Ryûzaburô Ôtomo,Crying Freeman 4: A Taste of Revenge
Actor: Ryûzaburô Ôtomo,Legend of the Galactic Heroes
Actor: Ryûzaburô Ôtomo,Mobile Suit Gundam F91
Actor: Ryûzaburô Ôtomo,Hakkenden shin sho
Actor: Ryûzaburô Ôtomo,Riki-Oh 2: Child of Destruction
Actor: Ryûzaburô Ôtomo,Lightning Trap: Leina and Laika
Actor: Ryûzaburô Ôtomo,Riki-Oh: The Wall of Hell
Actor: Ryûzaburô Ôtomo,Machine Robo: Winner Battle Hackers
Actor: Ryûzaburô Ôtomo,Hagoku
Actor: Ryûsei Nakao,Haikyuu!!
Actor: Ryûsei Nakao,I'm Standing on a Million Lives
Actor: Ryûsei Nakao,22/7
Actor: Ryûsei Nakao,Mix: Meisei Story
Actor: Ryûsei Nakao,Gaikotsu Shotenin Honda-san
Actor: Ryûsei Nakao,Dragon Ball Super: Broly
Actor: Ryûsei Nakao,Super Dragon Ball Heroes
Actor: Ryûsei Nakao,Yaru Onna - She's a Killer
Actor: Ryûsei Nakao,Magical Girl Site
Actor: Ryûsei Nakao,Dragon Ball Super
Actor: Ryûsei Nakao,March Comes in Like a Lion
Actor: Ryûsei Nakao,Pop Team Epic
Actor: Ryûsei Nakao,Dragon Ball Z: The Real 4-D
Actor: Ryûsei Nakao,ReLIFE
Actor: Ryûsei Nakao,Shuriken Sentai Ninninger
Actor: Ryûsei Nakao,Nurse Witch Komugi-chan R
Actor: Ryûsei Nakao,Tokusou Sentai Dekaranger: 10 Years After
Actor: Ryûsei Nakao,One Punch Man
Actor: Ryûsei Nakao,RIN-NE
Actor: Ryûsei Nakao,Dragon Ball Z Kai
Actor: Ryûsei Nakao,"Dragon Ball Z: Resurrection ""F"""
Actor: Ryûsei Nakao,Space Dandy
Actor: Ryûsei Nakao,"Wake Up, Girls!"
Actor: Ryûsei Nakao,Soreike! Anpanman: Tobase! Kibou no hankachi
Actor: Ryûsei Nakao,One Piece
Actor: Ryûsei Nakao,The Hero Yoshihiko and the Key of the Evil Spirit
Actor: Ryûsei Nakao,Naruto SD: Rock Lee & His Ninja Pals
Actor: Ryûsei Nakao,Soreike! Anpanman: Yomigaere Bananajima
Actor: Ryûsei Nakao,Love Train
Actor: Ryûsei Nakao,Seinto Seiya: The Lost Canvas - Meio Shinwa
Actor: Ryûsei Nakao,Dragon Ball: Episode of Bardock
Actor: Ryûsei Nakao,Haru no fue
Actor: Ryûsei Nakao,The Hero Yoshihiko
Actor: Ryûsei Nakao,Kaizoku Sentai Gokaiger the Movie: The Flying Ghost Ship
Actor: Ryûsei Nakao,Soreike! Anpanman: Sukue! Kokorin to kiseki no hoshi
Actor: Ryûsei Nakao,Bleach
Actor: Ryûsei Nakao,Anpanman: Blacknose and the Magical Song
Actor: Ryûsei Nakao,Naruto: Shippûden
Actor: Ryûsei Nakao,Doragon bôru: Sûpâ saiyajin zetsumetsu keikaku
Actor: Ryûsei Nakao,Loups=Garous
Actor: Ryûsei Nakao,Soreike! Anpanman: Brakkunôzu to mahou no uta
Actor: Ryûsei Nakao,Soreike! Anpanman: Dadandan to futago no hoshi
Actor: Ryûsei Nakao,"Bleach: Fade to Black, I Call Your Name"
Actor: Ryûsei Nakao,Thunderbirds 2086
Actor: Ryûsei Nakao,Anpanman: The Secret of Fairy Rin-Rin
Actor: Ryûsei Nakao,Kamen Rider Kiva
Actor: Ryûsei Nakao,Rosario + Vampire
Actor: Ryûsei Nakao,Bleach the Movie 2: The Diamond Dust Rebellion
Actor: Ryûsei Nakao,D.Gray-man
Actor: Ryûsei Nakao,Yumedamaya Kidan
Actor: Ryûsei Nakao,Shion's King
Actor: Ryûsei Nakao,Powerpuff Girls Z
Actor: Ryûsei Nakao,Kamen Rider Den-O
Actor: Ryûsei Nakao,Shonen onmyoji
Actor: Ryûsei Nakao,Anpanman: Star-Spirited Dollie
Actor: Ryûsei Nakao,Bleach: Memories of Nobody
